,0,1,clean nationality abbreviation
82776,SG,MY,MY
82777,SG,SG,SG
82778,SG,SG,SG
82779,SG,SG,SG
82780,HK,,HK
82781,MY,MY,MY
82782,SG,PH,PH
82783,SG,SG,SG
82784,MY,MY,MY
82785,MY,,MY
82786,MY,,MY
82787,SG,MYS,MY
82788,MY,MY,MY
82789,SG,SG,SG
82790,SG,SG,SG
82791,MY,Malaysian,MY
82792,MY,Malaysia,MY
82793,SG,SG,SG
82794,SG,SG,SG
82795,SG,CN,CN
82796,MY,Malaysia,MY
82797,MY,MY,MY
82798,SG,MY,MY
82799,SG,,SG
82800,SG,MY,MY
82801,SG,SG,SG
82802,MY,,MY
82803,SG,SG,SG
82804,JP,,JP
82805,SG,SG,SG
82806,MY,Malaysian,MY
82807,SG,SG,SG
82808,SG,SG,SG
82809,SG,,SG
82810,SG,SG,SG
82811,SG,SG,SG
82812,MY,malaysia,MY
82813,SG,SGP,SG
82814,MY,MY,MY
82815,JP,JP,JP
82816,MY,,MY
82817,MY,MY,MY
82818,SG,SG,SG
82819,SG,MY,MY
82820,SG,CN,CN
82821,SG,SG,SG
82822,SG,,SG
82823,MY,Malaysian,MY
82824,SG,SG,SG
82825,MY,MY,MY
82826,SG,SG,SG
82827,MY,,MY
82828,MY,Malaysian,MY
82829,SG,IN,IN
82830,SG,SG,SG
82831,MY,MY,MY
82832,MY,MY,MY
82833,SG,SG,SG
82834,SG,PH,PH
82835,MY,MY,MY
82836,SG,SG,SG
82837,SG,SG,SG
82838,SG,SG,SG
82839,SG,,SG
82840,SG,MY,MY
82841,MY,Malaysia,MY
82842,MY,MY,MY
82843,MY,Malaysia,MY
82844,MY,MY,MY
82845,SG,SG,SG
82846,SG,SG,SG
82847,SG,SG,SG
82848,SG,,SG
82849,SG,SG,SG
82850,MY,MY,MY
82851,MY,,MY
82852,SG,SG,SG
82853,SG,SG,SG
82854,MY,MALAYSIA,MY
82855,SG,SG,SG
82856,MY,,MY
82857,SG,SG,SG
82858,SG,SG,SG
82859,SG,SG,SG
82860,SG,,SG
82861,HK,HK,HK
82862,SG,SG,SG
82863,SG,SG,SG
82864,MY,,MY
82865,MY,Malaysia,MY
82866,SG,SG,SG
82867,SG,SG,SG
82868,MY,,MY
82869,SG,MY,MY
82870,MY,MY,MY
82871,SG,,SG
82872,SG,SG,SG
82873,MY,MALAYSIAN,MY
82874,SG,SG,SG
82875,MY,,MY
82876,SG,,SG
82877,SG,,SG
82878,MY,Malaysia,MY
82879,SG,SG,SG
82880,MY,,MY
82881,SG,CN,CN
82882,SG,SG,SG
82883,SG,PHL,PH
82884,SG,SG,SG
82885,SG,SG,SG
82886,MY,,MY
82887,MY,MY,MY
82888,TH,Thailand,TH
82889,MY,Malaysia,MY
82890,MY,Malaysia,MY
82891,MY,Malaysian,MY
82892,SG,SG,SG
82893,SG,SG,SG
82894,SG,SG,SG
82895,SG,SG,SG
82896,SG,MY,MY
82897,SG,SG,SG
82898,SG,SG,SG
82899,MY,MY,MY
82900,MY,Malaysia,MY
82901,MY,Malaysian,MY
82902,MY,,MY
82903,MY,MY,MY
82904,SG,MY,MY
82905,SG,,SG
82906,SG,,SG
82907,SG,SG,SG
82908,MY,MY,MY
82909,SG,SG,SG
82910,SG,,SG
82911,TH,Thailand,TH
82912,MY,Malaysia,MY
82913,MY,MY,MY
82914,SG,MY,MY
82915,MY,Malaysia,MY
82916,MY,MY,MY
82917,MY,,MY
82918,MY,,MY
82919,SG,SG,SG
82920,SG,SG,SG
82921,MY,MY,MY
82922,MY,,MY
82923,SG,MYS,MY
82924,SG,SG,SG
82925,MY,MY,MY
82926,SG,SG,SG
82927,SG,SG,SG
82928,SG,SGP,SG
82929,MY,MY,MY
82930,SG,SG,SG
82931,SG,,SG
82932,SG,,SG
82933,HK,Hong Kong,HK
82934,SG,SG,SG
82935,SG,SG,SG
82936,SG,SG,SG
82937,MY,,MY
82938,SG,PH,PH
82939,MY,,MY
82940,SG,SG,SG
82941,SG,THA,TH
82942,HK,,HK
82943,MY,MY,MY
82944,SG,MY,MY
82945,MY,Malaysian,MY
82946,SG,SG,SG
82947,SG,SG,SG
82948,SG,,SG
82949,SG,SG,SG
82950,MY,Malaysia,MY
82951,SG,SG,SG
82952,SG,MY,MY
82953,MY,Malaysia,MY
82954,SG,SG,SG
82955,HK,HK,HK
82956,MY,MY,MY
82957,SG,MY,MY
82958,SG,PH,PH
82959,MY,MY,MY
82960,SG,PH,PH
82961,SG,MY,MY
82962,MY,malaysia,MY
82963,MY,,MY
82964,SG,MY,MY
82965,SG,,SG
82966,MY,Malaysian,MY
82967,SG,SG,SG
82968,SG,SG,SG
82969,SG,SG,SG
82970,SG,SG,SG
82971,SG,,SG
82972,SG,SG,SG
82973,SG,SG,SG
82974,SG,SG,SG
82975,MY,Malaysia,MY
82976,SG,SG,SG
82977,SG,MY,MY
82978,SG,SG,SG
82979,SG,SG,SG
82980,SG,SG,SG
82981,SG,SG,SG
82982,SG,,SG
82983,MY,Malaysia,MY
82984,SG,,SG
82985,SG,SG,SG
82986,MY,malaysian,MY
82987,SG,SG,SG
82988,SG,SG,SG
82989,SG,PH,PH
82990,SG,SG,SG
82991,SG,SG,SG
82992,SG,SG,SG
82993,SG,SG,SG
82994,SG,,SG
82995,MY,,MY
82996,SG,SG,SG
82997,MY,Malaysia,MY
82998,MY,MY,MY
82999,MY,IN,IN
83000,SG,SG,SG
83001,MY,MY,MY
83002,SG,SG,SG
83003,MY,Malaysia,MY
83004,SG,SG,SG
83005,SG,SG,SG
83006,SG,SG,SG
83007,MY,Malaysia,MY
83008,SG,,SG
83009,SG,SG,SG
83010,SG,SG,SG
83011,SG,SG,SG
83012,SG,US,US
83013,SG,SG,SG
83014,MY,,MY
83015,MY,,MY
83016,SG,,SG
83017,SG,SG,SG
83018,MY,MALAYSIA,MY
83019,SG,SG,SG
83020,SG,SG,SG
83021,MY,MY,MY
83022,SG,SG,SG
83023,MY,Malaysia,MY
83024,SG,SG,SG
83025,SG,SG,SG
83026,SG,MY,MY
83027,SG,SG,SG
83028,SG,SG,SG
83029,SG,,SG
83030,SG,SG,SG
83031,SG,SG,SG
83032,MY,Malay,MY
83033,MY,,MY
83034,MY,,MY
83035,MY,Malaysia,MY
83036,MY,Malaysia,MY
83037,MY,MY,MY
83038,SG,SG,SG
83039,MY,,MY
83040,SG,SG,SG
83041,SG,SG,SG
83042,SG,,SG
83043,SG,SG,SG
83044,MY,Melayu,MY
83045,MY,,MY
83046,MY,MY,MY
83047,SG,SG,SG
83048,SG,MY,MY
83049,SG,MY,MY
83050,SG,SG,SG
83051,MY,Malaysian,MY
83052,MY,,MY
83053,MY,MY,MY
83054,SG,SG,SG
83055,SG,SG,SG
83056,SG,SG,SG
83057,MY,,MY
83058,MY,,MY
83059,MY,,MY
83060,SG,SG,SG
83061,SG,CN,CN
83062,SG,SG,SG
83063,MY,Malaysian,MY
83064,MY,,MY
83065,SG,PH,PH
83066,HK,HK,HK
83067,MY,,MY
83068,SG,,SG
83069,MY,,MY
83070,MY,Malaysian,MY
83071,MY,MY,MY
83072,MY,Malaysia,MY
83073,SG,SG,SG
83074,MY,,MY
83075,SG,MY,MY
83076,MY,Malaysia,MY
83077,MY,MY,MY
83078,SG,MY,MY
83079,HK,,HK
83080,SG,SG,SG
83081,MY,,MY
83082,MY,MY,MY
83083,MY,Malay,MY
83084,SG,SG,SG
83085,MY,,MY
83086,SG,SGP,SG
83087,SG,SG,SG
83088,SG,MY,MY
83089,MY,,MY
83090,MY,Malaysia,MY
83091,MY,MELAYU,MY
83092,SG,SG,SG
83093,SG,NO,NO
83094,MY,,MY
83095,SG,SG,SG
83096,MY,Malaysia,MY
83097,SG,SG,SG
83098,SG,SG,SG
83099,MY,Malaysia,MY
83100,SG,,SG
83101,SG,SG,SG
83102,SG,SG,SG
83103,SG,,SG
83104,MY,MY,MY
83105,MY,MY,MY
83106,SG,SG,SG
83107,MY,MY,MY
83108,MY,,MY
83109,SG,,SG
83110,SG,,SG
83111,MY,Malaysian,MY
83112,MY,MY,MY
83113,SG,SG,SG
83114,SG,SG,SG
83115,MY,,MY
83116,SG,,SG
83117,SG,,SG
83118,SG,SG,SG
83119,SG,SG,SG
83120,MY,MY,MY
83121,SG,SG,SG
83122,SG,SG,SG
83123,SG,,SG
83124,SG,SG,SG
83125,SG,SG,SG
83126,SG,SG,SG
83127,SG,IN,IN
83128,SG,SG,SG
83129,MY,,MY
83130,SG,SG,SG
83131,SG,IND,IN
83132,MY,MY,MY
83133,MY,MY,MY
83134,MY,,MY
83135,TH,Thailand,TH
83136,SG,SG,SG
83137,MY,Malaysia,MY
83138,MY,MY,MY
83139,MY,Malaysia,MY
83140,HK,,HK
83141,MY,MY,MY
83142,MY,,MY
83143,MY,MY,MY
83144,MY,Malaysia,MY
83145,SG,,SG
83146,SG,SG,SG
83147,SG,GB,GB
83148,MY,Malaysia,MY
83149,MY,,MY
83150,HK,Hong Kong,HK
83151,HK,HK,HK
83152,SG,,SG
83153,SG,,SG
83154,SG,SG,SG
83155,SG,SG,SG
83156,SG,,SG
83157,SG,,SG
83158,MY,MY,MY
83159,SG,SG,SG
83160,SG,MY,MY
83161,SG,SG,SG
83162,SG,,SG
83163,SG,MY,MY
83164,SG,SG,SG
83165,SG,SG,SG
83166,SG,,SG
83167,SG,SG,SG
83168,SG,MY,MY
83169,SG,SG,SG
83170,SG,SG,SG
83171,HK,,HK
83172,SG,SG,SG
83173,SG,SG,SG
83174,SG,SG,SG
83175,SG,SG,SG
83176,SG,SG,SG
83177,SG,SG,SG
83178,SG,SG,SG
83179,SG,MY,MY
83180,SG,SG,SG
83181,MY,,MY
83182,SG,SG,SG
83183,SG,SG,SG
83184,SG,MY,MY
83185,SG,SG,SG
83186,MY,,MY
83187,SG,MY,MY
83188,MY,MY,MY
83189,SG,SG,SG
83190,SG,SG,SG
83191,SG,SG,SG
83192,MY,My,MY
83193,MY,Malaysia,MY
83194,SG,MY,MY
83195,SG,SG,SG
83196,SG,IN,IN
83197,MY,MY,MY
83198,MY,MY,MY
83199,MY,Malaysian,MY
83200,SG,SG,SG
83201,SG,SG,SG
83202,MY,,MY
83203,MY,,MY
83204,SG,PH,PH
83205,SG,MY,MY
83206,MY,Malaysia,MY
83207,SG,MMR,MM
83208,MY,,MY
83209,HK,,HK
83210,SG,IN,IN
83211,MY,Malaysia,MY
83212,SG,SG,SG
83213,MY,MY,MY
83214,MY,MY,MY
83215,SG,SG,SG
83216,SG,SG,SG
83217,SG,PH,PH
83218,SG,SG,SG
83219,MY,Malaysian ,MY
83220,TH,Thai,TH
83221,SG,SG,SG
83222,SG,SG,SG
83223,MY,MY,MY
83224,SG,SG,SG
83225,MY,MY,MY
83226,SG,SG,SG
83227,SG,SG,SG
83228,SG,,SG
83229,SG,IN,IN
83230,MY,Malaysia,MY
83231,MY,,MY
83232,SG,IND,IN
83233,SG,MY,MY
83234,MY,MY,MY
83235,SG,SG,SG
83236,SG,SG,SG
83237,MY,MY,MY
83238,MY,,MY
83239,SG,SG,SG
83240,SG,SG,SG
83241,SG,IND,IN
83242,HK,中國,CN
83243,MY,MY,MY
83244,SG,SG,SG
83245,SG,SG,SG
83246,MY,MY,MY
83247,SG,SG,SG
83248,MY,Malaysia,MY
83249,SG,SG,SG
83250,MY,,MY
83251,SG,SG,SG
83252,SG,SGP,SG
83253,MY,MALAYSIA,MY
83254,SG,SG,SG
83255,SG,SG,SG
83256,SG,,SG
83257,SG,SG,SG
83258,SG,IN,IN
83259,MY,MY,MY
83260,MY,MALAYSIAN,MY
83261,MY,,MY
83262,MY,Malaysia,MY
83263,SG,SG,SG
83264,MY,MY,MY
83265,SG,MY,MY
83266,SG,SG,SG
83267,MY,Malaysia,MY
83268,SG,CN,CN
83269,SG,SG,SG
83270,SG,,SG
83271,MY,,MY
83272,MY,Malaysia,MY
83273,MY,Malaysia,MY
83274,SG,,SG
83275,SG,PHL,PH
83276,MY,,MY
83277,SG,SG,SG
83278,SG,SG,SG
83279,MY,MY,MY
83280,HK,HK,HK
83281,MY,MY,MY
83282,SG,SG,SG
83283,MY,Malaysian,MY
83284,SG,SG,SG
83285,SG,,SG
83286,MY,Malaysia,MY
83287,SG,SG,SG
83288,SG,SG,SG
83289,MY,Malaysian,MY
83290,SG,BN,BN
83291,SG,SG,SG
83292,SG,SG,SG
83293,SG,MYS,MY
83294,SG,SG,SG
83295,SG,SG,SG
83296,SG,MY,MY
83297,MY,,MY
83298,MY,Malay,MY
83299,MY,Malaysia,MY
83300,SG,SG,SG
83301,SG,SG,SG
83302,SG,,SG
83303,SG,SG,SG
83304,MY,MY,MY
83305,MY,MY,MY
83306,SG,SGP,SG
83307,MY,MY,MY
83308,MY,Malaysia,MY
83309,MY,,MY
83310,SG,SG,SG
83311,SG,SG,SG
83312,SG,PHL,PH
83313,HK,Hong Kong,HK
83314,SG,PH,PH
83315,SG,SG,SG
83316,SG,ID,ID
83317,SG,,SG
83318,MY,MY,MY
83319,SG,SG,SG
83320,SG,SG,SG
83321,MY,Malaysia,MY
83322,SG,SG,SG
83323,SG,SG,SG
83324,SG,SG,SG
83325,SG,SG,SG
83326,MY,Malaysian,MY
83327,SG,PH,PH
83328,MY,Malaysia ,MY
83329,SG,,SG
83330,SG,SG,SG
83331,MY,Malaysian,MY
83332,SG,SG,SG
83333,SG,SG,SG
83334,SG,SG,SG
83335,SG,MM,MM
83336,MY,Malaysia,MY
83337,SG,MY,MY
83338,SG,SG,SG
83339,MY,,MY
83340,SG,BD,BD
83341,MY,MY,MY
83342,SG,SG,SG
83343,SG,KR,KR
83344,MY,,MY
83345,SG,IN,IN
83346,SG,IN,IN
83347,SG,,SG
83348,SG,SG,SG
83349,SG,SG,SG
83350,HK,Hong Kong,HK
83351,MY,MY,MY
83352,MY,MY,MY
83353,SG,SG,SG
83354,SG,SGP,SG
83355,SG,BU,BG
83356,MY,,MY
83357,SG,SG,SG
83358,SG,MY,MY
83359,HK,,HK
83360,SG,MY,MY
83361,SG,,SG
83362,MY,,MY
83363,MY,,MY
83364,SG,PH,PH
83365,SG,SG,SG
83366,SG,,SG
83367,MY,MY,MY
83368,MY,Malaysia,MY
83369,SG,,SG
83370,MY,Malaysian,MY
83371,MY,,MY
83372,MY,,MY
83373,SG,,SG
83374,SG,SG,SG
83375,SG,SG,SG
83376,MY,,MY
83377,MY,MY,MY
83378,SG,SG,SG
83379,MY,Malaysia,MY
83380,MY,MY,MY
83381,SG,PH,PH
83382,MY,Malaysia,MY
83383,MY,MY,MY
83384,SG,SG,SG
83385,MY,MY,MY
83386,MY,MY,MY
83387,SG,MYS,MY
83388,MY,Malaysia,MY
83389,MY,MY,MY
83390,SG,SG,SG
83391,MY,MY,MY
83392,MY,Malaysian,MY
83393,SG,SG,SG
83394,SG,SG,SG
83395,SG,SG,SG
83396,SG,SG,SG
83397,SG,MY,MY
83398,SG,SG,SG
83399,SG,SG,SG
83400,SG,SG,SG
83401,HK,HK,HK
83402,SG,SG,SG
83403,SG,SG,SG
83404,MY,,MY
83405,SG,SG,SG
83406,SG,,SG
83407,MY,Malaysia,MY
83408,HK,,HK
83409,SG,PH,PH
83410,SG,,SG
83411,SG,SG,SG
83412,MY,malaysian,MY
83413,SG,,SG
83414,SG,MY,MY
83415,SG,CN,CN
83416,MY,MY,MY
83417,SG,SG,SG
83418,SG,SG,SG
83419,SG,PH,PH
83420,SG,MY,MY
83421,SG,SG,SG
83422,MY,,MY
83423,SG,,SG
83424,SG,US,US
83425,SG,SG,SG
83426,SG,MY,MY
83427,HK,,HK
83428,MY,,MY
83429,SG,SG,SG
83430,SG,SG,SG
83431,SG,SG,SG
83432,SG,CN,CN
83433,SG,,SG
83434,SG,SG,SG
83435,MY,,MY
83436,MY,MY,MY
83437,SG,SG,SG
83438,SG,SG,SG
83439,SG,SG,SG
83440,MY,MY,MY
83441,MY,,MY
83442,SG,PH,PH
83443,SG,JP,JP
83444,SG,,SG
83445,MY,MY,MY
83446,SG,SG,SG
83447,HK,HK,HK
83448,MY,,MY
83449,MY,MY,MY
83450,SG,SG,SG
83451,SG,SG,SG
83452,SG,SG,SG
83453,SG,SG,SG
83454,SG,,SG
83455,SG,,SG
83456,MY,,MY
83457,SG,SG,SG
83458,SG,SG,SG
83459,SG,ID,ID
83460,SG,SG,SG
83461,HK,Hong Kong,HK
83462,SG,ID,ID
83463,SG,SG,SG
83464,MY,,MY
83465,SG,PH,PH
83466,MY,Malaysia,MY
83467,SG,SG,SG
83468,SG,IN,IN
83469,MY,Malaysia,MY
83470,MY,,MY
83471,TH,Thai,TH
83472,MY,MY,MY
83473,SG,MY,MY
83474,MY,MY,MY
83475,SG,SG,SG
83476,MY,Malaysia,MY
83477,SG,PH,PH
83478,MY,MY,MY
83479,SG,SG,SG
83480,SG,SG,SG
83481,SG,SG,SG
83482,SG,SG,SG
83483,MY,MY,MY
83484,SG,,SG
83485,SG,SG,SG
83486,SG,SGP,SG
83487,SG,,SG
83488,SG,SG,SG
83489,MY,MY,MY
83490,MY,MY,MY
83491,MY,,MY
83492,SG,SG,SG
83493,MY,MY,MY
83494,SG,SG,SG
83495,MY,Malaysia,MY
83496,SG,,SG
83497,SG,SG,SG
83498,MY,,MY
83499,HK,,HK
83500,MY,,MY
83501,SG,SG,SG
83502,MY,,MY
83503,SG,PH,PH
83504,HK,HK,HK
83505,SG,SG,SG
83506,MY,MY,MY
83507,MY,,MY
83508,MY,Malaysia,MY
83509,SG,SG,SG
83510,SG,SG,SG
83511,SG,,SG
83512,HK,,HK
83513,SG,KOR,KR
83514,SG,SG,SG
83515,MY,,MY
83516,SG,SG,SG
83517,MY,MY,MY
83518,SG,SG,SG
83519,SG,,SG
83520,HK,Hong kong,HK
83521,MY,Kota kinabalu sabah,MY
83522,MY,MY,MY
83523,SG,SG,SG
83524,HK,Hong Kong,HK
83525,SG,SG,SG
83526,SG,PH,PH
83527,MY,MY,MY
83528,MY,MY,MY
83529,SG,PH,PH
83530,MY,MY,MY
83531,SG,PHL,PH
83532,MY,,MY
83533,MY,MY,MY
83534,SG,,SG
83535,SG,MY,MY
83536,MY,,MY
83537,SG,SG,SG
83538,SG,SG,SG
83539,SG,SG,SG
83540,SG,SG,SG
83541,SG,SG,SG
83542,MY,MY,MY
83543,MY,MY,MY
83544,SG,,SG
83545,SG,SG,SG
83546,SG,SG,SG
83547,SG,SG,SG
83548,MY,Malaysia,MY
83549,SG,SG,SG
83550,MY,Malaysia,MY
83551,SG,SGP,SG
83552,MY,MY,MY
83553,SG,SG,SG
83554,SG,SG,SG
83555,MY,Malaysia,MY
83556,MY,MY,MY
83557,SG,SG,SG
83558,MY,,MY
83559,SG,SG,SG
83560,SG,SG,SG
83561,SG,SG,SG
83562,SG,CA,CA
83563,SG,,SG
83564,MY,,MY
83565,SG,SG,SG
83566,SG,LK,LK
83567,SG,PH,PH
83568,MY,MY,MY
83569,MY,MY,MY
83570,SG,SG,SG
83571,SG,,SG
83572,HK,HK,HK
83573,MY,MY,MY
83574,SG,,SG
83575,SG,SG,SG
83576,SG,,SG
83577,SG,SG,SG
83578,SG,SG,SG
83579,SG,SG,SG
83580,MY,,MY
83581,SG,,SG
83582,MY,malaysian,MY
83583,SG,SG,SG
83584,MY,MY,MY
83585,SG,SGP,SG
83586,MY,,MY
83587,SG,SG,SG
83588,SG,SG,SG
83589,MY,,MY
83590,SG,PH,PH
83591,MY,Malaysian,MY
83592,SG,MY,MY
83593,MY,MY,MY
83594,SG,,SG
83595,SG,SG,SG
83596,SG,SG,SG
83597,MY,Malaysia,MY
83598,MY,MY,MY
83599,MY,MY,MY
83600,SG,,SG
83601,SG,SG,SG
83602,MY,,MY
83603,SG,PH,PH
83604,SG,PH,PH
83605,SG,SG,SG
83606,SG,CN,CN
83607,SG,IN,IN
83608,SG,,SG
83609,MY,MY,MY
83610,MY,Malaysia,MY
83611,MY,Malaysia,MY
83612,SG,SG,SG
83613,SG,SG,SG
83614,SG,SG,SG
83615,SG,,SG
83616,SG,SG,SG
83617,SG,PH,PH
83618,MY,Malaysian,MY
83619,SG,,SG
83620,MY,,MY
83621,SG,,SG
83622,SG,SG,SG
83623,MY,Malaysia,MY
83624,SG,SG,SG
83625,SG,SG,SG
83626,SG,SG,SG
83627,MY,,MY
83628,SG,MY,MY
83629,MY,MY,MY
83630,SG,SG,SG
83631,SG,MY,MY
83632,MY,,MY
83633,MY,Malaysia,MY
83634,SG,SG,SG
83635,MY,MY,MY
83636,SG,SG,SG
83637,MY,MY,MY
83638,MY,MY,MY
83639,MY,MY,MY
83640,MY,,MY
83641,SG,SG,SG
83642,MY,,MY
83643,SG,PH,PH
83644,SG,SG,SG
83645,SG,SG,SG
83646,SG,SG,SG
83647,SG,SG,SG
83648,MY,MY,MY
83649,SG,MY,MY
83650,MY,,MY
83651,MY,,MY
83652,SG,MY,MY
83653,SG,SG,SG
83654,SG,ID,ID
83655,MY,MY,MY
83656,MY,Malaysia,MY
83657,SG,SG,SG
83658,SG,,SG
83659,SG,SG,SG
83660,MY,Malaysia,MY
83661,MY,Malaysian,MY
83662,SG,IN,IN
83663,SG,SG,SG
83664,MY,,MY
83665,SG,SG,SG
83666,SG,SG,SG
83667,SG,,SG
83668,SG,SG,SG
83669,MY,MY,MY
83670,MY,MY,MY
83671,SG,SG,SG
83672,MY,Malaysia,MY
83673,SG,SG,SG
83674,SG,SG,SG
83675,SG,SG,SG
83676,SG,SG,SG
83677,SG,SG,SG
83678,SG,SG,SG
83679,SG,SGP,SG
83680,SG,SG,SG
83681,SG,SG,SG
83682,MY,Malaysia,MY
83683,SG,SG,SG
83684,SG,SG,SG
83685,MY,Malaysia,MY
83686,SG,SG,SG
83687,MY,Malaysia,MY
83688,SG,PH,PH
83689,MY,Malaysian,MY
83690,SG,SG,SG
83691,MY,Malaysian,MY
83692,SG,SG,SG
83693,HK,HK,HK
83694,SG,MYS,MY
83695,SG,SG,SG
83696,SG,PHL,PH
83697,MY,Malaysia,MY
83698,SG,SG,SG
83699,SG,SG,SG
83700,MY,Malaysian,MY
83701,MY,,MY
83702,SG,SG,SG
83703,SG,SG,SG
83704,SG,SG,SG
83705,SG,SG,SG
83706,SG,SG,SG
83707,SG,SG,SG
83708,SG,CN,CN
83709,SG,CN,CN
83710,SG,SG,SG
83711,SG,SG,SG
83712,SG,SG,SG
83713,SG,SG,SG
83714,MY,,MY
83715,SG,SG,SG
83716,SG,MY,MY
83717,SG,BU,BG
83718,SG,MYS,MY
83719,MY,MY,MY
83720,SG,SG,SG
83721,MY,MY,MY
83722,SG,SG,SG
83723,MY,Malaysia,MY
83724,SG,SG,SG
83725,SG,SG,SG
83726,MY,malaysian,MY
83727,MY,MY,MY
83728,MY,,MY
83729,SG,SG,SG
83730,MY,Malaysia,MY
83731,SG,SG,SG
83732,SG,SG,SG
83733,SG,SG,SG
83734,MY,,MY
83735,MY,Malaysia,MY
83736,SG,CHN,CN
83737,MY,MY,MY
83738,SG,SG,SG
83739,MY,Malaysia,MY
83740,SG,SG,SG
83741,MY,,MY
83742,SG,,SG
83743,SG,SG,SG
83744,SG,SG,SG
83745,MY,Malaysia,MY
83746,SG,SG,SG
83747,SG,MY,MY
83748,SG,SG,SG
83749,SG,ID,ID
83750,MY,Malaysia,MY
83751,SG,SGP,SG
83752,SG,SG,SG
83753,SG,SG,SG
83754,SG,SG,SG
83755,SG,CA,CA
83756,MY,MY,MY
83757,SG,SG,SG
83758,MY,MY,MY
83759,MY,,MY
83760,MY,Malaysian,MY
83761,MY,Malaysia,MY
83762,SG,SG,SG
83763,MY,MY,MY
83764,MY,Malaysia,MY
83765,TH,,TH
83766,MY,MY,MY
83767,SG,SG,SG
83768,SG,SG,SG
83769,SG,SG,SG
83770,SG,MY,MY
83771,MY,,MY
83772,TH,,TH
83773,SG,SG,SG
83774,SG,PH,PH
83775,SG,,SG
83776,SG,SG,SG
83777,MY,Malaysian,MY
83778,SG,SG,SG
83779,MY,MY,MY
83780,MY,Malaysian,MY
83781,SG,SG,SG
83782,SG,SG,SG
83783,SG,SG,SG
83784,MY,Malaysia,MY
83785,HK,,HK
83786,SG,SG,SG
83787,SG,SG,SG
83788,SG,SG,SG
83789,MY,,MY
83790,MY,MY,MY
83791,SG,MY,MY
83792,SG,SG,SG
83793,MY,,MY
83794,MY,,MY
83795,MY,Malaysia,MY
83796,SG,SG,SG
83797,SG,SG,SG
83798,SG,PHL,PH
83799,SG,,SG
83800,SG,SG,SG
83801,SG,SG,SG
83802,MY,Malaysian,MY
83803,MY,MY,MY
83804,MY,MY,MY
83805,MY,MY,MY
83806,SG,PHL,PH
83807,MY,Malaysian,MY
83808,SG,SG,SG
83809,SG,SG,SG
83810,MY,Malaysian,MY
83811,SG,SG,SG
83812,MY,,MY
83813,SG,,SG
83814,MY,MY,MY
83815,SG,SG,SG
83816,MY,MY,MY
83817,MY,MY,MY
83818,MY,Malaysia,MY
83819,MY,,MY
83820,SG,SG,SG
83821,SG,MY,MY
83822,SG,SG,SG
83823,SG,SG,SG
83824,SG,SG,SG
83825,MY,MY,MY
83826,SG,,SG
83827,MY,Malaysian,MY
83828,SG,SG,SG
83829,SG,SG,SG
83830,SG,,SG
83831,SG,SG,SG
83832,SG,BU,BG
83833,SG,SG,SG
83834,SG,SG,SG
83835,SG,MY,MY
83836,SG,SG,SG
83837,SG,ID,ID
83838,SG,SG,SG
83839,SG,CN,CN
83840,SG,SG,SG
83841,SG,SG,SG
83842,SG,,SG
83843,SG,SG,SG
83844,MY,MY,MY
83845,SG,SG,SG
83846,HK,,HK
83847,MY,,MY
83848,SG,MY,MY
83849,SG,,SG
83850,MY,,MY
83851,SG,SG,SG
83852,SG,SG,SG
83853,SG,SG,SG
83854,SG,SG,SG
83855,SG,SG,SG
83856,SG,SG,SG
83857,SG,PH,PH
83858,MY,Malaysian,MY
83859,SG,SG,SG
83860,MY,,MY
83861,SG,SG,SG
83862,SG,MY,MY
83863,MY,MALAYSIAN,MY
83864,SG,SG,SG
83865,SG,SG,SG
83866,SG,SG,SG
83867,MY,,MY
83868,SG,CN,CN
83869,SG,SG,SG
83870,SG,SG,SG
83871,SG,SG,SG
83872,MY,Malaysian,MY
83873,SG,SG,SG
83874,SG,MY,MY
83875,SG,SG,SG
83876,MY,MY,MY
83877,SG,PH,PH
83878,SG,,SG
83879,MY,,MY
83880,SG,SG,SG
83881,SG,SG,SG
83882,MY,,MY
83883,MY,,MY
83884,SG,MY,MY
83885,SG,SG,SG
83886,MY,MALAYSIAN,MY
83887,SG,SG,SG
83888,MY,MY,MY
83889,MY,Malaysian,MY
83890,SG,MY,MY
83891,SG,SG,SG
83892,MY,,MY
83893,MY,Malaysia,MY
83894,SG,SG,SG
83895,SG,SG,SG
83896,SG,SG,SG
83897,MY,Malaysia,MY
83898,MY,MY,MY
83899,MY,,MY
83900,SG,SG,SG
83901,SG,SG,SG
83902,SG,SG,SG
83903,SG,SG,SG
83904,SG,SG,SG
83905,SG,SG,SG
83906,MY,,MY
83907,MY,,MY
83908,SG,SG,SG
83909,SG,SG,SG
83910,SG,SG,SG
83911,MY,Malaysia,MY
83912,MY,Malaysia,MY
83913,SG,SG,SG
83914,SG,,SG
83915,SG,,SG
83916,SG,ID,ID
83917,MY,Malaysia,MY
83918,SG,MY,MY
83919,MY,,MY
83920,MY,MY,MY
83921,SG,,SG
83922,SG,SG,SG
83923,MY,,MY
83924,SG,PH,PH
83925,SG,,SG
83926,SG,MY,MY
83927,SG,SG,SG
83928,SG,SGP,SG
83929,MY,Malaysian,MY
83930,MY,Malaysian,MY
83931,SG,BU,BG
83932,MY,MY,MY
83933,SG,PH,PH
83934,SG,SG,SG
83935,SG,SG,SG
83936,MY,,MY
83937,MY,MY,MY
